compound_id,molecular_weight,logP,tpsa,hbd,hba,rotatable_bonds,aromatic_rings,logS,dose_mg,particle_size_um,ph_stability,formulation_type,bioavailability_percent
CMPD-1674,278.53,3.98,173.85,0,1,5,0,-4.46,5,4.85,7.24,solution,46.7
CMPD-1675,557.69,2.38,28.84,3,6,1,2,-3.44,5,21.95,7.39,capsule,53.25
CMPD-1676,344.54,2.63,75.7,1,3,3,1,-3.87,100,8.66,5.72,tablet,51.03
CMPD-1677,513.89,2.63,81.29,3,4,5,2,-4.06,400,150,6.07,tablet,32.9
CMPD-1678,547.34,2.23,122.08,4,7,1,5,-4.19,100,32.04,7,tablet,40.04
CMPD-1679,489.81,4.65,87.59,0,6,6,2,-3.42,10,16.74,5.12,capsule,39.75
CMPD-1680,332.52,2.35,57.55,1,3,5,2,-5.07,50,5.97,5.96,tablet,55.77
CMPD-1681,424.41,0.48,41.71,2,5,6,0,-3.87,50,10.5,5.46,capsule,36.4
CMPD-1682,377.34,1.79,63.04,1,5,5,2,-4.11,25,46.37,4.33,tablet,39.65
CMPD-1683,280.59,2.82,39.76,4,7,4,1,-5.37,100,49.68,8.26,capsule,45.64
CMPD-1684,415.68,4.71,76.67,1,3,4,2,-3.77,100,18.41,6.53,capsule,39.87
CMPD-1685,250.31,3.59,55.25,4,5,3,4,-6.48,5,20.64,5.24,solution,48.83
CMPD-1686,510.64,0.97,22.71,0,5,5,3,-4.52,200,5.09,3.68,solution,50.88
CMPD-1687,328.89,6.97,118.93,0,6,5,1,-2.99,5,26.32,6.88,suspension,1
CMPD-1688,402.13,2.98,57.58,2,6,3,1,-2.88,200,66.72,4.62,tablet,55.74
CMPD-1689,411.16,4.8,30.62,4,2,5,3,-3.48,50,63.32,5.7,tablet,39.63
CMPD-1690,351.52,2.23,69.11,4,3,6,1,-3.16,50,65.76,6.44,tablet,56.03
CMPD-1691,444.54,3.46,77.39,1,5,8,0,-2.57,200,40.25,5.01,solution,64.15
CMPD-1692,327.76,4.01,13.87,3,8,7,1,-3.34,100,32.17,8.48,capsule,49.73
CMPD-1693,475.84,4.69,86.61,1,4,4,1,-1.74,50,17.6,5.27,tablet,42.37
CMPD-1694,231.94,4.4,38.35,1,4,4,3,-6.68,100,32.64,5.01,solution,44.6
CMPD-1695,393.9,4.07,134.89,1,3,1,1,-2.26,400,57.52,6.77,capsule,51.25
CMPD-1696,593.28,1.93,93.34,2,4,4,2,-6.76,25,24.98,6.07,capsule,35.95
CMPD-1697,269.96,1.47,61,3,4,4,4,-4.44,25,18.38,8.82,capsule,38.82
CMPD-1698,305.45,3.1,48.92,3,7,7,5,-2.4,10,32.71,8.19,capsule,52.12
CMPD-1699,436.53,4.18,71.33,0,7,4,4,-2.57,5,72.71,8.3,capsule,54.96
CMPD-1700,399.75,2.1,96.45,0,4,6,1,-4.95,400,19.57,7.16,capsule,35.91
CMPD-1701,418.57,4.42,74.11,0,3,4,1,-3.57,10,31.43,7.31,tablet,46.99
CMPD-1702,433.81,5.11,67.4,1,2,5,5,-4.39,25,25.22,6.05,tablet,34.63
CMPD-1703,449.82,0.85,77.04,2,3,3,2,-2.23,50,13.37,7.31,tablet,48.62
CMPD-1704,502.07,0.99,53.86,3,5,3,2,-3.62,400,15.08,5.71,solution,43.79
CMPD-1705,425.08,2.25,62.99,2,6,4,1,-4.47,5,23.27,6.34,capsule,43.9
CMPD-1706,353.46,3.05,10,3,2,8,1,-2.93,5,15.44,4.83,suspension,60.99
CMPD-1707,453.98,1.56,109.08,3,2,6,1,-2.63,10,30.13,5.97,solution,54.06
CMPD-1708,588.99,4.93,85.46,4,3,5,3,-3.79,5,22.94,7.17,solution,42.95
CMPD-1709,365.41,3.26,47.93,2,1,7,1,-2.52,25,14.06,7.81,tablet,60.76
CMPD-1710,272.8,2.57,141.46,1,3,8,2,-1.16,50,40.95,7.04,tablet,56.63
CMPD-1711,501.78,-0.08,78.05,2,4,4,1,-6.62,10,63.82,8.15,tablet,19.33
CMPD-1712,366.76,0.13,38.73,2,4,7,0,-1.69,50,3.82,4.8,capsule,40.42
CMPD-1713,141.01,3.01,104.99,2,5,4,3,-1.35,200,19.03,7.13,capsule,59.19
CMPD-1714,473.22,-1.34,88.93,1,6,6,2,-2.83,10,17.52,5.45,tablet,1
CMPD-1715,321.11,4.32,88.81,1,4,4,2,-3.97,200,28.52,7,capsule,42.65
CMPD-1716,370.04,2.22,60.1,0,6,6,1,-5.84,100,23.75,5.52,capsule,51.15
CMPD-1717,416.52,8,90.77,0,6,3,0,-3.44,400,17.1,5.82,capsule,1
CMPD-1718,400.95,6.65,65.84,2,2,2,3,-4.1,5,57.86,7.53,suspension,9.47
CMPD-1719,458.04,2.17,94.46,1,3,4,3,-5.59,100,31.4,6.79,suspension,55.58
CMPD-1720,332.1,2.31,10,7,5,7,0,-4.49,200,6.27,5.5,tablet,50.33
CMPD-1721,436.44,4.29,59.81,1,1,6,2,-3.56,5,33.12,4.69,tablet,55.72
CMPD-1722,351.45,5.57,135.28,1,5,10,1,-3.1,100,18.45,5.45,tablet,26.79
CMPD-1723,461.27,-0.45,48.15,1,9,5,2,-5.04,50,58.69,6.42,tablet,18.75
CMPD-1724,447.69,-0.72,53.87,2,9,5,2,-7.07,25,18.02,5.04,tablet,5.2
CMPD-1725,277.1,1.38,59.32,4,3,6,3,-3.88,10,19.7,6.8,suspension,50.84
CMPD-1726,499.46,3.55,32.48,2,2,6,0,-4.88,5,10.16,5.18,suspension,43.93
CMPD-1727,321.04,3.39,10,1,5,2,2,-4.15,10,17.72,6.27,tablet,60.06
CMPD-1728,468.89,4.43,66.93,1,4,3,1,-6.57,25,29.27,6.89,solution,38.85
CMPD-1729,420.4,0.34,79.76,1,5,5,3,-3.98,100,15.05,5.92,tablet,28.68
CMPD-1730,582.2,-1.67,73.16,0,5,4,2,-2.94,400,7.78,7.77,tablet,1.72
CMPD-1731,355.42,4.04,69.93,4,6,10,2,-4.17,400,20.9,6.94,capsule,33.73
CMPD-1732,341.58,1.01,76.51,1,1,4,3,-3.35,50,27.01,5.39,capsule,43.05
CMPD-1733,377.86,-1.13,110.8,3,8,6,1,-3.94,200,3.17,5.14,solution,19.09
CMPD-1734,346.65,2.76,68.33,3,6,5,1,-6.46,10,17.31,8.36,suspension,52.14
CMPD-1735,467.99,3.93,54.91,3,1,9,3,-3.38,200,27.03,7.82,tablet,35.68
CMPD-1736,202.21,2.28,65.16,2,3,5,2,-4.68,100,12.86,6.07,suspension,52.98
CMPD-1737,264.09,1.68,95.28,2,6,10,1,-5.49,200,149.74,6.85,tablet,31.1
CMPD-1738,262.54,2.21,124.42,3,9,8,2,-2.48,5,60.54,6.15,tablet,44.46
CMPD-1739,484.53,1.83,53.01,2,3,6,2,-3.1,400,73.08,7.28,tablet,34.08
CMPD-1740,568.17,0.07,78.46,0,4,6,3,-4.42,10,27.5,6.7,solution,34.89
CMPD-1741,368.51,1.21,86.84,3,5,4,1,-3.73,400,51.67,4.08,solution,45.34
CMPD-1742,361.43,3.44,40.26,2,4,5,3,-3.26,10,12.56,7.87,solution,72.16
CMPD-1743,387.71,3.08,75.71,4,1,2,0,-6.05,400,15.25,8.12,tablet,42.25
CMPD-1744,507.81,2.8,23.7,2,0,3,2,-5.21,5,7.68,5.93,tablet,47.91
CMPD-1745,277.99,0.71,13.08,1,4,7,5,-5.14,25,26.17,6.87,tablet,47.31
CMPD-1746,406.22,2.17,87.84,3,1,4,1,-2.75,100,14.78,7.8,capsule,47.19
CMPD-1747,487.27,-1.42,61.56,2,3,6,1,-1.15,200,52.29,9,tablet,8.66
CMPD-1748,435.12,2.82,82.08,2,3,4,1,-2.61,200,47.18,7.13,tablet,48.84
CMPD-1749,400.85,5.07,74.37,0,3,4,2,-3.32,10,23.05,6.92,tablet,38.98
CMPD-1750,490.12,-0.15,40.83,0,5,4,3,-5.04,100,35.19,7.53,tablet,30.46
CMPD-1751,120,1.45,73.42,4,4,7,0,-2.39,200,19.82,7.65,capsule,48.74
CMPD-1752,454.57,3.09,31.84,1,3,5,2,-4.04,50,14.46,7.14,tablet,55.29
CMPD-1753,308.05,4.76,123.68,2,3,5,2,-5.02,100,15.96,4.95,solution,35.53
CMPD-1754,178.63,1.69,27.54,1,3,7,2,-2.42,100,33.58,6.71,solution,62.74
CMPD-1755,436.23,1.25,68.15,1,1,2,3,-1.51,400,16.32,6.85,capsule,63.14
CMPD-1756,531.1,-1.04,38.52,1,7,6,2,-2.39,200,35.69,4.74,solution,26.77
CMPD-1757,364.88,2.69,94.96,2,6,6,3,0,400,23.1,7.26,tablet,60.49
CMPD-1758,484.82,6.18,63.4,3,5,5,2,-4.64,5,29.79,5.14,capsule,9.29
CMPD-1759,557.35,3,56.85,2,9,5,3,-4.2,400,17.83,8.08,tablet,30.36
CMPD-1760,524.64,2.46,104.86,1,9,4,2,-4.82,200,2.49,5.54,tablet,45.52
CMPD-1761,560.4,3.08,76.03,1,3,4,2,-4.83,100,57.92,7.63,capsule,52.18
CMPD-1762,461.63,2.48,93.08,2,3,6,4,-1.4,400,18.35,5.68,solution,64.86
CMPD-1763,388.3,1.04,40.65,1,10,5,2,-5.16,200,23.19,8.01,tablet,38.81
CMPD-1764,203.78,3.98,25.83,3,6,2,0,-4.32,200,29.79,8.16,tablet,38.7
CMPD-1765,352.93,2.91,78.75,2,6,2,2,-1.61,25,27.91,7.18,capsule,64.47
CMPD-1766,287.24,2.53,63.84,1,6,3,3,-2.92,100,5.61,5.74,tablet,63.08
CMPD-1767,618.8,0.74,96.93,3,5,4,2,-5.02,50,59.6,7.01,solution,42.04
CMPD-1768,360.65,4.85,72.2,3,3,5,2,-3.62,200,33.87,5.63,solution,40.27
CMPD-1769,393.55,3.7,82.18,4,7,6,1,-6.05,100,16.29,5.13,capsule,31.3
CMPD-1770,440.66,1.5,18.18,0,5,9,4,-3.8,200,34.98,5.88,suspension,47.58
CMPD-1771,384.8,4.3,141.1,4,8,3,1,-3.38,5,26.13,6.44,tablet,30.35
CMPD-1772,566.46,1.6,69.25,2,5,5,1,-3.29,50,17.91,5.74,tablet,48.18
CMPD-1773,311.51,1.09,99.42,2,1,3,0,-0.68,5,13.4,6.18,solution,68.52
CMPD-1774,401.41,1.13,45.74,0,8,4,1,-2.39,200,32.88,5.83,suspension,57.3
CMPD-1775,298.33,-0.69,85.78,1,1,3,0,-5.26,25,37.15,6.52,suspension,27.23
CMPD-1776,234.8,3.35,29.4,4,2,9,3,-3.34,400,60.03,6.23,tablet,46.54
CMPD-1777,312.71,-0.8,90.82,2,5,6,5,-3.6,25,31.06,4.68,capsule,14.52
CMPD-1778,375.93,0.29,62.54,3,5,1,0,-0.7,5,52.53,6.46,tablet,56.04
CMPD-1779,332.78,-1.24,76.02,2,5,5,2,-4.16,400,85.05,5.54,capsule,6.33
CMPD-1780,303.83,2.35,99.43,7,6,6,2,-3.3,25,6.7,5.41,solution,61.29
CMPD-1781,225.31,2.23,31.86,2,12,6,5,-3.1,200,38.73,5.41,solution,62.6
CMPD-1782,370.86,1.91,51.04,3,4,4,4,-5.1,5,47.55,6.71,capsule,46.78
CMPD-1783,214.48,0.62,91.01,0,3,4,0,-5.79,400,10.25,6.98,solution,44.68
CMPD-1784,463.61,0.39,148.44,2,4,3,2,-3.84,10,22.13,6.65,suspension,31.59
CMPD-1785,389.07,3.34,70.17,3,1,2,0,-2.5,100,14.18,7.37,capsule,65.21
CMPD-1786,219.67,1.51,95.69,3,4,3,3,-5.47,10,27.86,6.5,capsule,54.87
CMPD-1787,345.99,3.07,71.26,3,7,4,2,-3.65,25,13.1,6.66,capsule,50.87
CMPD-1788,297.26,0.91,142.98,3,2,5,2,-4.5,5,20.16,5.47,capsule,45.22
CMPD-1789,415.11,2.83,13.85,1,2,5,2,-6.4,5,13.26,7.09,solution,56.21
CMPD-1790,527.45,4.85,78.31,2,1,2,3,-3.15,400,4.33,6.33,tablet,25.76
CMPD-1791,173.73,3.56,18.11,2,4,2,5,-2.89,200,22.39,7.25,capsule,56.47
CMPD-1792,392.65,1.76,10,1,4,4,3,-2.49,5,81.81,6.38,capsule,63.98
CMPD-1793,362.39,2.96,85.41,1,2,5,4,-2.33,5,32.48,6.5,tablet,65.3
CMPD-1794,453.85,2.07,79.88,3,7,6,2,-3.65,100,21.01,5.55,capsule,45.93
CMPD-1795,403.45,2.51,65.03,4,5,6,2,-2.9,50,53.39,6.31,capsule,46.89
CMPD-1796,297.28,1.91,71.28,1,4,6,2,-3.22,400,18.57,8.94,capsule,47
CMPD-1797,344.9,2.2,183.44,0,5,4,2,-7.36,10,17.43,4.28,tablet,34.34
CMPD-1798,292.44,2.88,65.96,2,4,9,1,-5.75,25,33.16,5.95,suspension,47.72
CMPD-1799,498.36,0.71,92.85,1,7,2,2,-4.61,5,26.61,7.44,tablet,35.2
CMPD-1800,382.34,0.67,52.27,2,5,5,4,-3.42,10,31.87,5.64,capsule,37.73
CMPD-1801,589.13,0,85.33,3,5,8,2,-3.1,50,55.05,6.63,tablet,26.03
CMPD-1802,373.33,-0.38,66.66,2,5,6,0,-2.52,10,46.67,6.38,capsule,32.26
CMPD-1803,302.08,0.31,60.63,0,2,3,0,-2.49,25,50.78,7.52,capsule,48.89
CMPD-1804,213.49,2.79,138.66,1,3,5,2,-3.22,400,48.32,6.21,tablet,50.53
CMPD-1805,181.65,0.89,116.2,1,5,5,1,-2.76,5,74.81,4.52,tablet,48.23
CMPD-1806,205.75,3.42,79.79,0,3,6,0,-1.2,400,25.13,8.53,tablet,62.57
CMPD-1807,409.38,2.56,10,4,3,9,2,-2.88,400,86.45,6.35,tablet,56.28
CMPD-1808,435.96,-1.04,62.36,1,2,8,2,-3.55,25,75.38,6.69,tablet,21.52
CMPD-1809,206.07,3.68,169.61,2,5,1,2,-2.81,400,21.22,5.96,tablet,49.55
CMPD-1810,478.45,3.96,66.93,0,4,7,5,-2.28,400,58.74,6.7,suspension,48.11
CMPD-1811,326.86,0.71,113.61,4,8,4,3,-1.18,5,44.31,7.68,tablet,41.01
CMPD-1812,396.15,3.26,125.47,0,7,3,1,-5.14,50,3.16,6.33,capsule,51.88
CMPD-1813,557.34,0.96,82.66,1,0,5,2,-5.96,200,24.84,5.57,tablet,26.99
CMPD-1814,478.65,2.68,45.54,2,5,5,1,-3.19,25,10.77,4.93,solution,60.44
CMPD-1815,350.46,0.22,10,3,7,4,1,-5.67,10,27.6,7.91,capsule,28.42
CMPD-1816,281.97,-0.73,98.95,1,2,6,2,-3.87,200,15.97,5.97,tablet,28.73
CMPD-1817,143.3,1.81,46.48,2,8,9,1,-0.78,400,46.29,7.16,capsule,62.71
CMPD-1818,300.89,2.28,81.17,4,3,8,3,-3.49,50,20.77,7.33,solution,59.88
CMPD-1819,356.78,1.78,31.26,6,2,3,1,-3.48,25,12.96,6.23,tablet,70.27
CMPD-1820,271.41,0.37,65.72,0,7,3,1,-4.1,200,25.04,6.41,capsule,38.55
CMPD-1821,365.56,1.78,76.18,1,3,5,2,-1.24,5,46.07,6.51,solution,71.75
CMPD-1822,388.45,2.98,84.4,1,4,8,4,-2.87,200,49.97,7.47,tablet,54.42
CMPD-1823,355.27,2.42,35.98,2,6,6,1,-4.2,50,16.61,5.52,capsule,54.73
CMPD-1824,308.5,2.83,116.89,0,7,6,3,-1.28,5,25.21,6.26,solution,66.83
CMPD-1825,398.55,1.29,54.11,3,3,7,2,-3.22,200,48.97,6.85,suspension,50.62
CMPD-1826,428.61,4.61,16.39,5,2,4,2,-4.12,400,11.87,6.88,capsule,47.75
CMPD-1827,260.06,0.38,71.18,1,7,7,4,-6.63,100,12.06,7.25,tablet,31.75
CMPD-1828,535.2,3.38,76.2,4,3,10,4,-3.29,10,1.27,4.9,capsule,46.65
CMPD-1829,369.16,4.63,80.62,2,5,3,2,-4.18,5,7.59,6.11,tablet,29.44
CMPD-1830,382.07,3.37,122.67,2,3,7,0,-3.97,25,7.61,6.99,capsule,47.39
CMPD-1831,457.9,2.14,66.72,3,2,3,2,-4.06,100,22.97,4.94,capsule,63.2
CMPD-1832,405.65,1.55,70.81,2,5,5,2,-6.25,50,30.35,8.61,tablet,36.18
CMPD-1833,484.85,4.36,36.39,4,5,1,2,0,25,32.89,4.64,capsule,47.97
CMPD-1834,411.58,-0.06,103.72,2,10,6,1,-4.54,400,50.45,5.14,capsule,29.67
CMPD-1835,312.63,0.75,81.45,7,5,2,0,-2.5,50,36.23,5.64,tablet,38.43
CMPD-1836,419.77,1.78,60.3,1,4,3,1,-3.83,100,14.86,5.51,capsule,48.89
CMPD-1837,254.19,4.73,10,2,5,2,2,-7.61,400,33.06,7.1,tablet,34.45
CMPD-1838,391.94,3.18,125.55,3,4,5,3,-3.72,25,33.49,6.6,capsule,61.61
CMPD-1839,376.34,0.76,32.03,1,5,3,2,-3.32,400,32.24,5.43,tablet,51.19
CMPD-1840,357.11,1.94,54.31,1,6,5,0,-4.32,5,9.42,8.99,solution,59.91
CMPD-1841,365.86,1.39,87.54,3,3,2,1,-1.32,400,30.09,7.4,tablet,62.11
CMPD-1842,173,1.22,33.12,2,4,4,3,-0.81,200,10.71,6.81,solution,69.71
CMPD-1843,319.64,4.26,22.73,1,6,6,1,-3.07,25,18.78,7.36,tablet,47.84
CMPD-1844,390.21,0.03,10,4,4,6,3,-2.87,10,40.36,6.98,tablet,46.62
CMPD-1845,397.58,5.4,100.23,2,4,5,0,-5.23,5,39.31,6.73,tablet,28.6
CMPD-1846,266.96,3.99,55.92,1,5,1,3,-5.23,10,50.04,7.11,tablet,45.2
CMPD-1847,519.23,4.46,177.45,2,3,5,1,-4.48,25,7.82,6.45,tablet,35.53
CMPD-1848,284.72,1.67,40.2,3,5,7,3,-0.5,25,60.27,7.31,capsule,70.06
CMPD-1849,486.64,2.23,42.75,1,3,7,3,-4.32,50,30.36,6.6,capsule,50.26
CMPD-1850,426.99,-0.08,55.21,0,3,4,2,-1.52,25,16.85,6.17,capsule,45.9
CMPD-1851,308.91,1.56,83.51,1,10,2,1,-4.58,400,14.44,8.46,solution,45.82
CMPD-1852,575.28,3.39,58.54,0,3,4,1,-4.94,400,5.92,6.6,tablet,43.46
CMPD-1853,248.7,4.83,96.43,1,4,4,2,-4.25,400,3.65,6.2,solution,40.31
CMPD-1854,481.11,0.51,40.75,2,2,6,2,-4.29,5,7.98,5.47,solution,45.66
CMPD-1855,490.06,1.84,26.64,1,5,4,4,-4.59,400,19.22,5.3,tablet,38.15
CMPD-1856,306.23,2.23,12.06,4,3,3,1,-1.16,10,48.07,6.55,capsule,74.43
CMPD-1857,533.17,-0.01,10,1,6,2,0,-3.58,200,18.61,6.07,tablet,40.73
CMPD-1858,352.49,3.56,56.87,2,4,4,3,-3.8,200,85.81,5.61,suspension,57.89
CMPD-1859,411.76,1.2,64.47,0,3,8,1,-3.46,100,22.6,8.05,capsule,50.03
CMPD-1860,408.64,2.15,52.9,0,3,7,5,-2.13,10,3.42,7.75,tablet,59.2
CMPD-1861,365.23,1.69,118.52,5,2,5,1,-3.46,200,66.72,5.3,capsule,44.92
CMPD-1862,469.19,1.08,117.98,0,2,10,2,-3.04,200,42.83,6.09,capsule,45.41
CMPD-1863,467.28,2.49,63.28,0,2,8,5,-1.97,50,26.06,4.55,capsule,66.76
CMPD-1864,187.66,2.11,12.21,1,6,6,4,-5.1,100,5.18,5.91,tablet,55.31
CMPD-1865,523.48,1.83,55.17,0,6,4,1,-4.76,200,22.39,5.68,capsule,46.87
CMPD-1866,197.13,1.19,54.01,1,5,8,1,-3.34,200,41.93,6.31,suspension,57.67
CMPD-1867,493.58,3.08,52,1,4,2,1,-4.56,100,52.39,5.44,suspension,39.26
CMPD-1868,503.94,5.48,50.58,3,4,6,0,-3.85,25,14.75,4.37,capsule,30.05
CMPD-1869,259.99,2.75,52.13,1,2,2,1,-5.15,200,53.37,5.84,solution,65.82
CMPD-1870,334.81,4.29,61.47,1,4,10,1,-4.79,50,8.61,8.01,suspension,46.39
CMPD-1871,258.37,0,52.76,3,9,6,5,-1.83,50,9.78,5.74,tablet,42.94
CMPD-1872,356.36,2.78,82.29,2,3,9,0,-4.05,25,43.64,8.83,capsule,54.5
CMPD-1873,346.12,0.52,87.61,3,4,3,2,-4.19,200,20.79,5.49,tablet,53.56
CMPD-1874,465.76,-0.16,43.13,1,3,8,4,-4.74,5,22.11,6.6,capsule,27.55
CMPD-1875,524.13,1.17,119.49,0,5,5,2,-4.83,25,21.97,6.89,suspension,49.22
CMPD-1876,533.53,4.65,40.7,0,6,9,3,-5.06,50,41.78,5.25,suspension,35.15
CMPD-1877,318.16,4.21,18.38,1,2,9,0,-5.44,100,21.81,4.51,suspension,40.88
CMPD-1878,356.99,2.94,88.33,6,6,5,0,-4.56,400,58.06,7.8,tablet,44.69
CMPD-1879,194.82,-0.26,46.39,0,4,5,4,-3.67,5,13.35,7.81,solution,47.87
CMPD-1880,291.35,2.15,86.25,5,0,4,2,-2.54,400,9.81,8.17,solution,64.09
CMPD-1881,486.13,3.04,10,1,2,15,2,-3.63,400,43.51,5.52,capsule,48.19
CMPD-1882,557.71,2.82,123.74,3,4,5,0,-5.01,400,33.87,6.94,capsule,39.08
CMPD-1883,244.22,-0.82,98.53,3,4,4,2,-4.31,200,7.93,6.55,suspension,26.07
CMPD-1884,314.83,0.9,22.48,2,5,5,4,-4.4,50,8.4,6.38,suspension,49.16
CMPD-1885,377.1,2.38,23.24,2,7,6,1,-4.49,50,14.6,6.04,tablet,51.32
CMPD-1886,410.82,3.47,133.53,2,6,6,5,-4.07,400,4.32,7.43,tablet,46.83
CMPD-1887,290.94,-1.45,49.19,2,7,5,3,-2.17,25,16.1,9,suspension,9.54
CMPD-1888,426.65,2.21,45.8,4,5,5,3,-2.49,10,7.47,6.83,tablet,61.58
CMPD-1889,327.88,2.76,10,2,6,5,1,-1.1,50,36.26,6.71,tablet,65.75
CMPD-1890,378.41,4.03,62.72,1,3,6,4,-4.84,10,33.26,5.71,tablet,50.35
CMPD-1891,440.09,3.75,67.03,2,3,3,1,-5.18,5,76.91,7.31,capsule,46.21
CMPD-1892,380.71,3.55,100.04,3,3,6,5,-4.05,100,9.9,3.55,tablet,40.52
CMPD-1893,332,1.06,26.03,3,3,3,3,-1.75,10,22.26,6.1,solution,63.69
CMPD-1894,367.94,-0.93,21.79,1,3,5,1,-6.66,10,2.41,6.94,capsule,12.63
CMPD-1895,370.28,1.79,90.78,3,6,2,1,-3.33,10,41.87,6.79,tablet,44.21
CMPD-1896,339.3,4.3,110.24,3,4,6,2,-4.01,10,21.88,6.38,suspension,43.64
CMPD-1897,351.53,5.01,20.01,1,5,7,0,-2.56,10,16.86,4.29,solution,49.87
CMPD-1898,555.85,3.78,112.85,1,0,3,1,-2.87,5,36.65,8.3,solution,58.24
CMPD-1899,441.7,3.27,76.31,0,3,4,1,-2.57,200,45.88,6.78,capsule,54.47
CMPD-1900,347.5,3.18,113.21,1,4,7,0,-2.76,200,33.45,6.47,solution,63.71
CMPD-1901,456.66,1.5,72.54,2,1,5,2,0,50,39.77,8.01,tablet,66.72
CMPD-1902,343.28,2.27,10,4,4,3,1,-0.82,100,25.22,7.95,tablet,76.11
CMPD-1903,509.04,5.5,69.68,3,6,5,2,-2.26,400,55.03,6.24,solution,22.8
CMPD-1904,420.66,0.8,112.11,1,7,5,1,-4.23,50,1.52,6.19,capsule,48.48
CMPD-1905,368.2,5.41,43.72,3,4,4,1,-4.06,5,11.33,7.07,tablet,31.73
CMPD-1906,429.25,1.92,61.42,4,2,2,1,-1.78,5,26.38,7.98,solution,67.16
CMPD-1907,207.2,4.89,68.84,2,3,7,2,-1.72,10,40.49,7.68,tablet,42.09
CMPD-1908,256.06,-0.03,10,3,3,6,2,-4.78,400,49.94,5.34,tablet,38.3
CMPD-1909,248.67,3.55,133.5,1,4,3,0,-6.5,5,11.93,5.2,tablet,43.86
CMPD-1910,395.72,1.17,43.45,0,3,1,1,-6.25,400,57.05,5.46,capsule,35.52
CMPD-1911,570.58,-0.05,92.7,1,1,4,1,-1.74,5,74.95,7.16,capsule,25.59
CMPD-1912,625.44,2.89,71.97,1,6,8,2,-1.46,10,22.4,6.04,tablet,51.53
CMPD-1913,450.19,4.32,119.02,3,5,11,0,-3.47,5,52.13,7.1,tablet,36.1
CMPD-1914,435.09,0.98,89.21,1,7,3,2,-3.01,5,24.09,4.94,tablet,41.72
CMPD-1915,181.88,-0.2,66.78,4,2,3,2,-0.83,5,70.92,5.51,tablet,38.74
CMPD-1916,320.31,2.33,43.73,4,6,7,5,-0.48,25,83.92,7.09,solution,74.47
CMPD-1917,293.34,2.34,102.92,1,2,7,2,-2.48,400,32.39,4.64,capsule,53.74
CMPD-1918,311.71,3.49,10,1,2,3,2,-3.53,200,56.7,8.64,capsule,61.11
CMPD-1919,361.5,4.21,97.61,1,5,7,0,-4.15,50,28.39,7.83,capsule,39.2
CMPD-1920,328.07,2.39,36.53,3,4,2,0,-3.92,25,23.37,8.16,capsule,64.34
CMPD-1921,162.28,5.84,118.83,3,5,6,0,-4.66,400,32.55,7.42,solution,20.71
CMPD-1922,462.27,2.9,80.65,2,9,6,2,-2.52,400,34.16,4.25,solution,53.61
CMPD-1923,262,1.88,97.54,2,5,11,1,-3.7,50,7.64,7.85,tablet,57.95
CMPD-1924,406.32,-0.4,77.87,4,3,2,2,-4.73,10,27.31,7.37,capsule,15.82
CMPD-1925,608.15,2.03,13.67,1,3,3,1,-1.81,10,1.54,6.1,capsule,64.66
CMPD-1926,278.87,1.89,44.87,2,1,6,4,-2.67,200,14.02,5.96,tablet,51.13
CMPD-1927,120,4.23,98.53,2,0,5,2,-3.11,50,26.57,7.44,tablet,50.38
CMPD-1928,348.54,3.33,80.83,2,3,2,0,-3.74,50,19.3,4.6,tablet,53.23
CMPD-1929,501.11,0.38,116.33,3,5,4,2,-2.81,200,19.3,7.6,tablet,35.84
CMPD-1930,595.42,2.81,89.11,2,1,5,1,-4.02,100,17.94,5.73,capsule,36.39
CMPD-1931,244.75,3.71,41.17,1,2,7,0,0,50,21.43,6.7,solution,77.42
CMPD-1932,434.64,5.25,47.14,3,3,1,5,-0.08,50,41.53,6.74,tablet,51.11
CMPD-1933,328.82,4.1,78.6,2,4,3,5,-4.73,10,36.66,4.88,capsule,40.99
CMPD-1934,368.35,3.87,10,2,4,6,4,-3.89,10,21.33,4.56,capsule,47.24
CMPD-1935,670.88,2.61,133.57,4,5,1,4,-4.85,5,22.68,6.8,capsule,34.54
CMPD-1936,214.67,3.2,90.46,0,5,4,3,-6.31,5,42.67,6.44,capsule,53.88
CMPD-1937,407.91,4.75,117.95,5,4,6,2,-0.94,400,19.93,6.84,capsule,32.97
CMPD-1938,431.45,0.1,19.68,1,5,7,3,-3.72,400,40.96,5.28,solution,39.23
CMPD-1939,499.44,1.87,118.56,1,5,2,1,-5.14,10,18.26,7.55,suspension,51.88
CMPD-1940,390.78,1.11,153.1,2,5,5,2,-6.1,400,9.28,7.95,tablet,26.5
CMPD-1941,413.89,3.18,28.77,1,4,1,3,-3.17,5,12.47,6.17,tablet,66.08
CMPD-1942,336.92,4.71,102,1,2,5,1,-2.96,25,24.5,5.11,capsule,40.23
CMPD-1943,409.6,1.43,75.04,0,4,5,1,-2.88,25,91.7,5.82,tablet,50.52
CMPD-1944,342.25,-1.8,20.94,1,3,4,4,-1.89,200,8.29,6.85,capsule,17.33
CMPD-1945,448.37,1.76,92.25,1,10,3,1,-2.16,5,43.78,7.04,capsule,58.29
CMPD-1946,339.34,4.14,104.18,1,2,2,1,-5.43,5,25.06,8.84,solution,47.95
CMPD-1947,421.48,3.47,53.96,1,8,4,1,-5.13,400,50.18,7.49,capsule,37.23
